authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId.value,videoId,textDisplay,textOriginal,canRate,viewerRating,likeCount,publishedAt,updatedAt,id,parentId,moderationStatus
Salm Ali,https://yt3.ggpht.com/--7g81os6N-g/AAAAAAAAAAI/AAAAAAAAAAA/MxTA4oxGPq8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCHdwpDxKJrbgNjsF18CHS1Q,UCHdwpDxKJrbgNjsF18CHS1Q,5-8kWn1tmXo,በእውነት። ትምህት ቢያገኙ ጣም ጎበዝ አርትቴክት ይዎጣዎት ነበር ። ትንሽ። አያችሁ ላሊበላንም ሰው እንደሰራው ማረጋገጫ። ነው ነገተነስታችሁ እግዚአብሔር። ነው እንዳትሉ። .,በእውነት። ትምህት ቢያገኙ ጣም ጎበዝ አርትቴክት ይዎጣዎት ነበር ። ትንሽ። አያችሁ ላሊበላንም ሰው እንደሰራው ማረጋገጫ። ነው ነገተነስታችሁ እግዚአብሔር። ነው እንዳትሉ። .,TRUE,none,0,2018-01-14T18:30:38.000Z,2018-01-14T18:30:38.000Z,UgwDlVbs8rOrEmb1GZR4AaABAg,NA,NA
Kibr gebremikeal,https://yt3.ggpht.com/-EJ-XkJ_JJKc/AAAAAAAAAAI/AAAAAAAAAAA/wv1jNgbs7t8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCwnZXYboKnSLZnQZanMscbQ,UCwnZXYboKnSLZnQZanMscbQ,5-8kWn1tmXo,እግዝአብሔር ይመስገን።ጌታ ሆይ ኢትዮጵያን አደራ።,እግዝአብሔር ይመስገን።ጌታ ሆይ ኢትዮጵያን አደራ።,TRUE,none,0,2018-01-14T18:25:27.000Z,2018-01-14T18:25:27.000Z,Ugy6pTyqFSxYARMRKux4AaABAg,NA,NA
Banchi Zewude,https://yt3.ggpht.com/-h9wxWvbkxto/AAAAAAAAAAI/AAAAAAAAAAA/zBrl-1g_TCw/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCrvnw9jtq3jAHX4lAwd1QCg,UCrvnw9jtq3jAHX4lAwd1QCg,5-8kWn1tmXo,Qalat yelegnim ye madenkibet emneten betam betam ewedatalehu orthodox malet enat nat esuwan yetela enatun tela malet newu ,Qalat yelegnim ye madenkibet emneten betam betam ewedatalehu orthodox malet enat nat esuwan yetela enatun tela malet newu ,TRUE,none,1,2018-01-14T17:24:51.000Z,2018-01-14T17:24:51.000Z,UghW6wdOLIXuY3gCoAEC,NA,NA
tatek adane,https://yt3.ggpht.com/-FU7Mj-LOnhU/AAAAAAAAAAI/AAAAAAAAAAA/s7rR7IxNQCA/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCFNv-myhPGNZEPLQsN5ksjw,UCFNv-myhPGNZEPLQsN5ksjw,5-8kWn1tmXo,God bless you,God bless you,TRUE,none,0,2018-01-24T20:55:45.000Z,2018-01-24T20:55:45.000Z,UgxUnS7Km3u_ZJri2cZ4AaABAg.8bPkZU6BQgB8boffKgUU8N,UgxUnS7Km3u_ZJri2cZ4AaABAg,NA
Abeba hailu,https://yt3.ggpht.com/-uYzdLG9nwEM/AAAAAAAAAAI/AAAAAAAAAAA/7-Gx0XFuAlo/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCeaMivpkE3tInZ6dk5uxBLw,UCeaMivpkE3tInZ6dk5uxBLw,5-8kWn1tmXo,ስለ ሁሉም ነገር እግዝአብሄር ይመሰገን  አባቶታችን  ፀጋውን ያብዛላቹ,ስለ ሁሉም ነገር እግዝአብሄር ይመሰገን  አባቶታችን  ፀጋውን ያብዛላቹ,TRUE,none,0,2018-01-14T16:07:51.000Z,2018-01-14T16:07:51.000Z,UgxjphUSzQ-Z9sSmQ0N4AaABAg,NA,NA
Abeba hailu,https://yt3.ggpht.com/-uYzdLG9nwEM/AAAAAAAAAAI/AAAAAAAAAAA/7-Gx0XFuAlo/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCeaMivpkE3tInZ6dk5uxBLw,UCeaMivpkE3tInZ6dk5uxBLw,5-8kWn1tmXo,ስለ ሁሉም ነገር እግዝአብሄር ይመሰገን  አባቶታችን  ፀጋውን ያብዛላቹ,ስለ ሁሉም ነገር እግዝአብሄር ይመሰገን  አባቶታችን  ፀጋውን ያብዛላቹ,TRUE,none,0,2018-01-14T16:07:51.000Z,2018-01-14T16:07:51.000Z,UgxuAbVQle-5q4ZmheJ4AaABAg,NA,NA
Tesfaye Desalegn,https://yt3.ggpht.com/-bTEkmSlg0dc/AAAAAAAAAAI/AAAAAAAAAAA/wwLIpA-_A_8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCTRo-BBH8a7JmRLnM46pjnA,UCTRo-BBH8a7JmRLnM46pjnA,5-8kWn1tmXo,እግዚአብሔር ይመስገን !  ታሪኩን ቀጥለዉልናል፤ ከቀደምቶቻችን ጋር በሥራ ተገናኝተናል፡፡,እግዚአብሔር ይመስገን !  ታሪኩን ቀጥለዉልናል፤ ከቀደምቶቻችን ጋር በሥራ ተገናኝተናል፡፡,TRUE,none,0,2018-01-14T15:23:58.000Z,2018-01-14T15:23:58.000Z,Ugw3Twkq4e3UCIPoX0Z4AaABAg,NA,NA
mdre habesha,https://yt3.ggpht.com/-QFtBr0oZflk/AAAAAAAAAAI/AAAAAAAAAAA/KXc4IZNXykQ/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCHRTuRR0kzpRnyBF-2L7cRQ,UCHRTuRR0kzpRnyBF-2L7cRQ,5-8kWn1tmXo,እግዛቢሄር ይመስገን!,እግዛቢሄር ይመስገን!,TRUE,none,0,2018-01-14T14:50:55.000Z,2018-01-14T14:50:55.000Z,Ugx_9ZMHoSfO7IHp4UV4AaABAg,NA,NA
Amanuel Bahta,https://yt3.ggpht.com/-UaMWrBe9v8A/AAAAAAAAAAI/AAAAAAAAAAA/HVGoAyhzVKY/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC7XYFavWRhRWdFvjOHChpcg,UC7XYFavWRhRWdFvjOHChpcg,5-8kWn1tmXo,Wow ተአምር ነው።<br />እግዚአብሔር እድሜና ጤና ይስጣቸው ።,"Wow ተአምር ነው።
እግዚአብሔር እድሜና ጤና ይስጣቸው ።",TRUE,none,0,2018-01-14T13:53:56.000Z,2018-01-14T13:53:56.000Z,Ugw3lWMo1zsDHlyszlp4AaABAg,NA,NA
f b,https://yt3.ggpht.com/-b2fVRkigm-I/AAAAAAAAAAI/AAAAAAAAAAA/eBKyKhjpOS4/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCVcO89PQCOV-l_xU2g1phHQ,UCVcO89PQCOV-l_xU2g1phHQ,5-8kWn1tmXo,ድንቅ ነው እግዚአብሔር። ይመስገን። በዘመናችን የተባረከ ስራ,ድንቅ ነው እግዚአብሔር። ይመስገን። በዘመናችን የተባረከ ስራ,TRUE,none,0,2018-01-14T10:07:24.000Z,2018-01-14T10:07:24.000Z,UgzCJtAz2EzvWtdiJG54AaABAg,NA,NA
عبدالكريم اليزيدي,https://yt3.ggpht.com/-ThPWf8TeES8/AAAAAAAAAAI/AAAAAAAAAAA/2e1EOVCxNLY/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCMb73IM7tVjozJpP3OcrAIQ,UCMb73IM7tVjozJpP3OcrAIQ,5-8kWn1tmXo,ቀድሞውም ከአማራ እጅ ጥበብ ይቀዳል የሚውቀው የለምእንጅ,ቀድሞውም ከአማራ እጅ ጥበብ ይቀዳል የሚውቀው የለምእንጅ,TRUE,none,0,2018-01-14T08:42:22.000Z,2018-01-14T08:42:22.000Z,Ugw-LPLuo-fVYSIqU8t4AaABAg,NA,NA
Abebe Muleta,https://yt3.ggpht.com/-_yT-lgVp2tw/AAAAAAAAAAI/AAAAAAAAAAA/5QPlEMRutwY/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCUhbH7g7bKxyMjcAYcetQ8w,UCUhbH7g7bKxyMjcAYcetQ8w,5-8kWn1tmXo,Be ewunat la abatochachin idmena tena yestlin Ameen,Be ewunat la abatochachin idmena tena yestlin Ameen,TRUE,none,0,2018-01-14T08:24:52.000Z,2018-01-14T08:25:16.000Z,UgySIyb6GY6pLY9iPvV4AaABAg,NA,NA
Tseday Teshome,https://yt3.ggpht.com/-xKqVSJDTtRI/AAAAAAAAAAI/AAAAAAAAAAA/EW7z5U2vkkU/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC6_gdSiMTIah9ADGtPccHQA,UC6_gdSiMTIah9ADGtPccHQA,5-8kWn1tmXo,"<a href=""https://www.facebook.com/tsedayteshome/videos/1571333382943167/"">https://www.facebook.com/tsedayteshome/videos/1571333382943167/</a>",https://www.facebook.com/tsedayteshome/videos/1571333382943167/,TRUE,none,0,2018-01-14T08:09:25.000Z,2018-01-14T08:09:25.000Z,UgzOV_ie193pbOIyNed4AaABAg,NA,NA
ባንች አምላክ ጥሩነህ የድንግል ማሪያም ልጅ,https://yt3.ggpht.com/-h667t7NADQU/AAAAAAAAAAI/AAAAAAAAAAA/NERFMNHPkmQ/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCLLjkMsYv-Im3udUF430HFw,UCLLjkMsYv-Im3udUF430HFw,5-8kWn1tmXo,Egzabher seraw denek new,Egzabher seraw denek new,TRUE,none,0,2018-01-14T07:35:31.000Z,2018-01-14T07:35:31.000Z,UgxeLSYliC0BfHQHl7F4AaABAg,NA,NA
ወንደሰን የድንግል ወዳጅ,https://yt3.ggpht.com/-I3hUnpZn2gw/AAAAAAAAAAI/AAAAAAAAAAA/n335kFfom6A/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC83VqPAyMyoCyBb60UUXfPw,UC83VqPAyMyoCyBb60UUXfPw,5-8kWn1tmXo,<i>አቤት ተዋህዶ እንዴት የታደልሽ ነሽ ለዘላለም ኑሪ</i>,_አቤት ተዋህዶ እንዴት የታደልሽ ነሽ ለዘላለም ኑሪ_,TRUE,none,1,2018-01-14T06:15:14.000Z,2018-01-14T06:15:27.000Z,UgxpjJPLdKNe1w0_INh4AaABAg,NA,NA
ቢቢ ነኝ የህልሜ ደራሲ,https://yt3.ggpht.com/-vptE6ShKKu4/AAAAAAAAAAI/AAAAAAAAAAA/t9yWz47s6IM/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCPsX19w950LfKGIQEwdXVTw,UCPsX19w950LfKGIQEwdXVTw,5-8kWn1tmXo,እልልልል የናቱ እናታችን የመቤታችን የቅድስት ድንግል ማርያም ልጅ ምን ይሳነዋል ያከበርከን ክበርልን ከፍ ያረከን ከፍ በልልን መድሀኒት አለም እየሱስ ክርስቶስ ሆይ ምን እከፍልሀለን ተመስገን ብቻ ነው,እልልልል የናቱ እናታችን የመቤታችን የቅድስት ድንግል ማርያም ልጅ ምን ይሳነዋል ያከበርከን ክበርልን ከፍ ያረከን ከፍ በልልን መድሀኒት አለም እየሱስ ክርስቶስ ሆይ ምን እከፍልሀለን ተመስገን ብቻ ነው,TRUE,none,0,2018-01-14T03:36:52.000Z,2018-01-14T03:36:52.000Z,UgwONnvP3k2G4QGuy-N4AaABAg,NA,NA
Atikilit Tezera,https://yt3.ggpht.com/-shs0JRobwaY/AAAAAAAAAAI/AAAAAAAAAAA/Jt-SL5qVhY0/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCJK_i-91_sQ0ZXT7RBGmFeQ,UCJK_i-91_sQ0ZXT7RBGmFeQ,5-8kWn1tmXo,አምላኬ ተመስገን ክበርልንን የእኛ አባት ዛሬም ድረስ ድንቅ ስራህን እያሳየኸን ነው ሳይገባን በምህረትህ የድንግል ልጅ ተመስገንንንንን ሌላ ምን እላለሁ,አምላኬ ተመስገን ክበርልንን የእኛ አባት ዛሬም ድረስ ድንቅ ስራህን እያሳየኸን ነው ሳይገባን በምህረትህ የድንግል ልጅ ተመስገንንንንን ሌላ ምን እላለሁ,TRUE,none,0,2018-01-14T02:19:46.000Z,2018-01-14T02:19:46.000Z,UgxS3XwYrf1FuGTfyb94AaABAg,NA,NA
Gaaars Teeeqny,https://yt3.ggpht.com/-hrEWR_NVgiQ/AAAAAAAAAAI/AAAAAAAAAAA/svRVZLiP5C4/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC6mFqw2Nryy7IDIti-kiosA,UC6mFqw2Nryy7IDIti-kiosA,5-8kWn1tmXo,ስለ ሁሉም ነገር ሉእል እግዚያብሄር የተመሰገነ ይሁን አቤት የድግል ማሪያም ልጅ እፁብ ድቅ ስራህ በእውነት እደዚህ አባቶቻችንን ብዝት ያድርግልን በእድሜ በጤና ያኑርልን,ስለ ሁሉም ነገር ሉእል እግዚያብሄር የተመሰገነ ይሁን አቤት የድግል ማሪያም ልጅ እፁብ ድቅ ስራህ በእውነት እደዚህ አባቶቻችንን ብዝት ያድርግልን በእድሜ በጤና ያኑርልን,TRUE,none,0,2018-01-13T23:51:52.000Z,2018-01-13T23:51:52.000Z,UgyG5I_MhKc9Vz51L3V4AaABAg,NA,NA
ረድኤት የድንግል ልጅ,https://yt3.ggpht.com/-OSkyyPOKNQs/AAAAAAAAAAI/AAAAAAAAAAA/46_W8XL-9BM/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCmTCKKYBg6miLs3LxfqH8aA,UCmTCKKYBg6miLs3LxfqH8aA,5-8kWn1tmXo,ተመስገን የኔ ጌታ በኛው ዘምንም እንዲህ አይነት አባት ሰጠህናል ፍቅር እኮ ነህ አምላኬ እስኪ የነሱ አምላክ ሀገራችንን ይጠብቅልን ህዝቦቿን ይባርክልኝ ሀይማኖታችንን ይባርክልን አባታችን እድሜ ያድልልን ከዚህ በላይ በፀጋ በጥበብ ይባርክልንን ደስ ሲል,ተመስገን የኔ ጌታ በኛው ዘምንም እንዲህ አይነት አባት ሰጠህናል ፍቅር እኮ ነህ አምላኬ እስኪ የነሱ አምላክ ሀገራችንን ይጠብቅልን ህዝቦቿን ይባርክልኝ ሀይማኖታችንን ይባርክልን አባታችን እድሜ ያድልልን ከዚህ በላይ በፀጋ በጥበብ ይባርክልንን ደስ ሲል,TRUE,none,0,2018-01-13T22:58:35.000Z,2018-01-13T22:58:35.000Z,Ugy-qvCSQ_iY5i72ysl4AaABAg,NA,NA
LIYA LIYA,https://yt3.ggpht.com/-zrqHfHyDAGU/AAAAAAAAAAI/AAAAAAAAAAA/VO0dP2XuYKI/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCLxUb1j8dfRSCXUJKdUKSVQ,UCLxUb1j8dfRSCXUJKdUKSVQ,5-8kWn1tmXo,ድንቅ ጥበብ ነው የጥበብ ባለቤት እግዚአብሔር ይመስገን ጥቡብ ያደላቸውን አባታችን አብዝቶ ያድሎት,ድንቅ ጥበብ ነው የጥበብ ባለቤት እግዚአብሔር ይመስገን ጥቡብ ያደላቸውን አባታችን አብዝቶ ያድሎት,TRUE,none,0,2018-01-13T22:20:57.000Z,2018-01-13T22:20:57.000Z,UgyqEkg5OVihSFzdXBB4AaABAg,NA,NA
Yalem Yalem,https://yt3.ggpht.com/-raQQpymsc-M/AAAAAAAAAAI/AAAAAAAAAAA/y2aLOb8aPEs/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCKwyQ0FBobY95QWPtEem_5g,UCKwyQ0FBobY95QWPtEem_5g,5-8kWn1tmXo,Sile Mayneger Sitotaw Egziabher Yimesgen,Sile Mayneger Sitotaw Egziabher Yimesgen,TRUE,none,0,2018-01-13T21:18:15.000Z,2018-01-13T21:18:15.000Z,UgzJIVD1u3P2ZZ700Gp4AaABAg,NA,NA
AaMulu Gebru,https://yt3.ggpht.com/-62csl8bqABY/AAAAAAAAAAI/AAAAAAAAAAA/UbiF66b7Sms/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCA7TYXeGQ_vV3dc6uTX_voQ,UCA7TYXeGQ_vV3dc6uTX_voQ,5-8kWn1tmXo,ጥበብ ቤቷን ሰራች  እውነት  እጽብ እጽብ ዲንቅ  ነው   የጥበብ ሀገር  ኢትዮጵያ  የእግዚአብሔር ሀገር  ኢትዮጵያ     የቅዱሣን ሀገር ኢትዮጲያ     አባታችን   እውነት  ልዩ  ታምር ነው   እዲሜና ጤናወትን እግዚአብሔር  ያርዝምልን       ለባቦታው  ያብቃን    የናተ ጾለት ታስፈልገን አለች,ጥበብ ቤቷን ሰራች  እውነት  እጽብ እጽብ ዲንቅ  ነው   የጥበብ ሀገር  ኢትዮጵያ  የእግዚአብሔር ሀገር  ኢትዮጵያ     የቅዱሣን ሀገር ኢትዮጲያ     አባታችን   እውነት  ልዩ  ታምር ነው   እዲሜና ጤናወትን እግዚአብሔር  ያርዝምልን       ለባቦታው  ያብቃን    የናተ ጾለት ታስፈልገን አለች,TRUE,none,2,2018-01-13T21:14:36.000Z,2018-01-13T21:14:36.000Z,UgxaCE_WyEjee_QkKiR4AaABAg,NA,NA
Alem Getu,https://yt3.ggpht.com/-mz4Bg5DsyrE/AAAAAAAAAAI/AAAAAAAAAAA/bNCheB59cfA/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCb7vwFMHjT-XwrNKuply0OA,UCb7vwFMHjT-XwrNKuply0OA,5-8kWn1tmXo,በእውነት እግዚአብሔር ይክበር ይመስገን አነጋገራቸው እራሱ እንዴት ደስስ ይላል እስከመጨረሻው አምላክ አይለይብን ያኑርልን,በእውነት እግዚአብሔር ይክበር ይመስገን አነጋገራቸው እራሱ እንዴት ደስስ ይላል እስከመጨረሻው አምላክ አይለይብን ያኑርልን,TRUE,none,0,2018-01-13T20:59:15.000Z,2018-01-13T20:59:15.000Z,Ugx2BMivBa1HqNu1gjJ4AaABAg,NA,NA
senait shimelis,https://yt3.ggpht.com/-CvNQGBc-rUk/AAAAAAAAAAI/AAAAAAAAAAA/CneuzfuV3aY/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCp7Vnd1p6BQqDfUY-zSMlYg,UCp7Vnd1p6BQqDfUY-zSMlYg,5-8kWn1tmXo,"Thank you God. Alfa &amp; omega . I thank you my brother, teachers alot of people.","Thank you God. Alfa & omega . I thank you my brother, teachers alot of people.",TRUE,none,0,2018-01-13T20:32:55.000Z,2018-01-13T20:32:55.000Z,UgwgxlkLy64dTr3MXSh4AaABAg,NA,NA
Redeit Mariayam,https://yt3.ggpht.com/-OQ9QsysXY6k/AAAAAAAAAAI/AAAAAAAAAAA/RwVb7xqoes8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCRwm4E2T34P0CQqXgZT9SGw,UCRwm4E2T34P0CQqXgZT9SGw,5-8kWn1tmXo,ለመጀመሪያ ጊዜ በዚዘመን መወለዴ አኮራኝ እኔም ሌሎች ተዋህዶዎችንም እዲ ያሉ ነገሮችን ማበራታት ይገባል ዲያቆን ዳንኤል እንዳለው በገንዘብም በሀሳብም በጉልበትም ልንረዳ ይገባል,ለመጀመሪያ ጊዜ በዚዘመን መወለዴ አኮራኝ እኔም ሌሎች ተዋህዶዎችንም እዲ ያሉ ነገሮችን ማበራታት ይገባል ዲያቆን ዳንኤል እንዳለው በገንዘብም በሀሳብም በጉልበትም ልንረዳ ይገባል,TRUE,none,3,2018-01-13T20:22:45.000Z,2018-01-13T20:22:45.000Z,Ugy8eW99D3qPHNDBm-t4AaABAg,NA,NA
Redeit Mariayam,https://yt3.ggpht.com/-OQ9QsysXY6k/AAAAAAAAAAI/AAAAAAAAAAA/RwVb7xqoes8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCRwm4E2T34P0CQqXgZT9SGw,UCRwm4E2T34P0CQqXgZT9SGw,5-8kWn1tmXo,ተመስገን ተዋህዶ ነገሯ ሁሉ ክርስቶስ ነው ኢትዮጵያ ግን ድንግል ነች የሚባለው ለካ እውነት ነው መሬቱ እንዳለ ባዶ አይደለ እንዴ,ተመስገን ተዋህዶ ነገሯ ሁሉ ክርስቶስ ነው ኢትዮጵያ ግን ድንግል ነች የሚባለው ለካ እውነት ነው መሬቱ እንዳለ ባዶ አይደለ እንዴ,TRUE,none,0,2018-01-13T20:14:30.000Z,2018-01-13T20:14:30.000Z,Ugw_vDNOJgdRbz6he5x4AaABAg,NA,NA
fantu hailu Sherif,https://yt3.ggpht.com/-owxNtCoNnj8/AAAAAAAAAAI/AAAAAAAAAAA/VIyvFoK6zJ4/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCyR3k-N2q5343PiYiCphN6Q,UCyR3k-N2q5343PiYiCphN6Q,5-8kWn1tmXo,አምላኬ ምን ብዬ ላመስግንህ ምንም ቃል የለኝም አንተ ድንቅ እጹብ አምላክ ነህ።<br /> ጌታ ሆይ ባርከን በመንግስትህ አስበን,"አምላኬ ምን ብዬ ላመስግንህ ምንም ቃል የለኝም አንተ ድንቅ እጹብ አምላክ ነህ።
 ጌታ ሆይ ባርከን በመንግስትህ አስበን",TRUE,none,0,2018-01-13T20:07:18.000Z,2018-01-13T20:07:18.000Z,UgyjelpOcQm7vt9x9M14AaABAg,NA,NA
Tigst Tigst,https://yt3.ggpht.com/-NLyRpbrYv18/AAAAAAAAAAI/AAAAAAAAAAA/KprPDKQkCUE/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC17tbK5E6eyx-Dy5E_xJ6rA,UC17tbK5E6eyx-Dy5E_xJ6rA,5-8kWn1tmXo,በስመአብ ወወልድ ወመንፈስ ቅዱስ አምላክ አሜን እንዴት ድንቅ ነው አግዚአብሔር ስራው ድንቅ ነው በሉ በሰወች ላይ አድሮ ጥበቡ ድንቅ ነው,በስመአብ ወወልድ ወመንፈስ ቅዱስ አምላክ አሜን እንዴት ድንቅ ነው አግዚአብሔር ስራው ድንቅ ነው በሉ በሰወች ላይ አድሮ ጥበቡ ድንቅ ነው,TRUE,none,0,2018-01-13T19:45:39.000Z,2018-01-13T19:45:39.000Z,Ugydnt83Iusaj7_7zGl4AaABAg,NA,NA
Yitbarek Kibret,https://yt3.ggpht.com/-u2ilK61-uCw/AAAAAAAAAAI/AAAAAAAAAAA/24tb4IC4Nqw/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCi1aB6pq1XqqaComzt3YFpQ,UCi1aB6pq1XqqaComzt3YFpQ,5-8kWn1tmXo,Egizabhar semu yetbareke yehun. Betam asegerami nw yegziabhar sera.,Egizabhar semu yetbareke yehun. Betam asegerami nw yegziabhar sera.,TRUE,none,0,2018-01-13T19:45:23.000Z,2018-01-13T19:45:23.000Z,UgzafCnDSk4JvpvWJdF4AaABAg,NA,NA
Solomon King King,https://yt3.ggpht.com/-Ivn8SeiE4XQ/AAAAAAAAAAI/AAAAAAAAAAA/XZvw4mgoibo/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCX8mV-9MORzah2ERQ3ec9kA,UCX8mV-9MORzah2ERQ3ec9kA,5-8kWn1tmXo,የሁሉም  ባለ ቤት [ልዑልእግዚአብሔር ]ምን ይሣነዋል   ኣባታች እድሜ ና ጤና  ኣብዝቶ ይስጥልን ቃለ ህይወት  ያሠማል 👏👏👏,የሁሉም  ባለ ቤት [ልዑልእግዚአብሔር ]ምን ይሣነዋል   ኣባታች እድሜ ና ጤና  ኣብዝቶ ይስጥልን ቃለ ህይወት  ያሠማል 👏👏👏,TRUE,none,0,2018-01-13T19:36:24.000Z,2018-01-13T19:36:24.000Z,Ugw1KizaIQmc6GN1dGh4AaABAg,NA,NA
Smallmeless2 Smallmeless2,https://yt3.ggpht.com/-ApCEIUgHibE/AAAAAAAAAAI/AAAAAAAAAAA/edE5j7SCVcg/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCW6_R9rfkSLmJYMT_yinSmA,UCW6_R9rfkSLmJYMT_yinSmA,5-8kWn1tmXo,Egziabher yetemesegene yhun amen  labatochachen edime tena ystelen,Egziabher yetemesegene yhun amen  labatochachen edime tena ystelen,TRUE,none,0,2018-01-13T19:35:14.000Z,2018-01-13T19:35:14.000Z,Ugzdvj0nNDXOlwgMkRV4AaABAg,NA,NA
Yemariyam Lji Lij,https://yt3.ggpht.com/-4GdyaCFeoNI/AAAAAAAAAAI/AAAAAAAAAAA/WfpdAe5lyWA/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCecWhmhKfcevym_GmMfSLbQ,UCecWhmhKfcevym_GmMfSLbQ,5-8kWn1tmXo,Egziyabher ymesgen tamr new,Egziyabher ymesgen tamr new,TRUE,none,0,2018-01-13T19:24:01.000Z,2018-01-13T19:24:01.000Z,UgwxbfDdx0RvktcDEPh4AaABAg,NA,NA
hager hager,https://yt3.ggpht.com/-fjOevz7hn4E/AAAAAAAAAAI/AAAAAAAAAAA/34HTdOQkar0/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCGQQcookvGIvao0y6_KoMYA,UCGQQcookvGIvao0y6_KoMYA,5-8kWn1tmXo,"Egezeabeher yemesegen, be Egna teweled endezeh tesereto mayetachen telek neger new....... bezeh agatami Tsadekane mareyam setehedu WASHA MEDEHANEALEMEN endetaut be Egezeabeher sem teyekachuwalehu ..... tariku temesasay new Egezeabeher yemesegen.","Egezeabeher yemesegen, be Egna teweled endezeh tesereto mayetachen telek neger new....... bezeh agatami Tsadekane mareyam setehedu WASHA MEDEHANEALEMEN endetaut be Egezeabeher sem teyekachuwalehu ..... tariku temesasay new Egezeabeher yemesegen.",TRUE,none,0,2018-01-13T19:22:14.000Z,2018-01-13T19:22:14.000Z,Ugw8IJVb9MVJibjMVRh4AaABAg,NA,NA
Yohannes Teame,https://yt3.ggpht.com/-jubPDWPfnw4/AAAAAAAAAAI/AAAAAAAAAAA/nV2OIZ2bF90/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCmVB_8vvhZGdm34uAdxn18A,UCmVB_8vvhZGdm34uAdxn18A,5-8kWn1tmXo,Yagzbehar sera 🏥💒,Yagzbehar sera 🏥💒,TRUE,none,0,2018-01-13T19:08:31.000Z,2018-01-13T19:08:31.000Z,Ugw6CrD5XXyVQk9XiwB4AaABAg,NA,NA
ሀና ሀና,https://yt3.ggpht.com/-lTgVE-hjv3I/AAAAAAAAAAI/AAAAAAAAAAA/v8aWob_M_Tw/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCum-Q9_vTNEPial97Sn0VNQ,UCum-Q9_vTNEPial97Sn0VNQ,5-8kWn1tmXo,እሰይ እግዚአብሔር ይመስገን  ደስ ሲል አባቴ እድሜ ይስጥዎት   ቅድስት ድንግል ማርያም ትጠብቅዎት,እሰይ እግዚአብሔር ይመስገን  ደስ ሲል አባቴ እድሜ ይስጥዎት   ቅድስት ድንግል ማርያም ትጠብቅዎት,TRUE,none,1,2018-01-13T19:06:21.000Z,2018-01-13T19:06:21.000Z,UgwBsdX4PGgBZFWI0qV4AaABAg,NA,NA
