text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,link,user_network,user_hashtag
"Till August 25, 2018
13th Annual Summer Camp with Coach Carlos 
Nexus Hotel #AddisAbaba #Ethiopia 

[0921145252] 
S… https://t.co/OK2zcqvHOa",FALSE,2,NA,2018-07-06T02:15:44Z,TRUE,NA,1015056672824479700,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",EventsEthiopia,1,FALSE,FALSE,NA,NA,https://t.co/OK2zcqvHOa,,#AddisAbaba #Ethiopia
RT @RiverNileSchool: Interesting summary of 10 places in acute crises. Highlights the travesties causing 65+ mill people to be displaced &amp;…,FALSE,0,NA,2018-07-06T02:13:42Z,FALSE,NA,1015056163740663800,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wilse_lisa,1,TRUE,FALSE,NA,NA,,@RiverNileSchool,
"Boy Face - Nigerian Diamonds by Boy Face! Listen here: https://t.co/OhvVROpCjV
 Listen to MENELIK I by BOY FACE -… https://t.co/06qkmnScXJ",FALSE,1,NA,2018-07-06T02:13:11Z,TRUE,NA,1015056033495085e3,NA,"<a href=""https://airtime.pro"" rel=""nofollow"">Airtime Pro</a>",boyfacemedia,0,FALSE,FALSE,NA,NA,https://t.co/OhvVROpCjV https://t.co/06qkmnScXJ,,
"RT @eliasamare: The toxic #TPLF minority junta is beyond reform. over the past 4 decades, it has proven to be a vicious proponent of zero-s…",FALSE,0,NA,2018-07-06T02:11:13Z,FALSE,NA,1015055537069875200,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",WeldetinsaeMih1,15,TRUE,FALSE,NA,NA,,@eliasamare,#TPLF
RT @AmbassadorEstif: “ባዓል ሰብር ዕዉቱ ባዓል ሽፉግ ዕውርቱ” “who who own patience wins  &amp; who that own anxiety gets blinded” #Eritrea’s ancestors ideal…,FALSE,0,NA,2018-07-06T02:11:05Z,FALSE,NA,1015055502772973600,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",WeldetinsaeMih1,27,TRUE,FALSE,NA,NA,,@AmbassadorEstif,#Eritrea
RT @HizbawiM: The people of #Tigray is in a critical juncture with regards to the #peace process between #Eritrea &amp; #Ethiopia. Either they…,FALSE,0,NA,2018-07-06T02:10:49Z,FALSE,NA,1015055435529941e3,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",WeldetinsaeMih1,31,TRUE,FALSE,NA,NA,,@HizbawiM,#Tigray #peace #Eritrea #Ethiopia
"We Will Not (Clean) by T.I.! Listen here: https://t.co/OhvVROpCjV
 Listen to MENELIK I by BOY FACE -… https://t.co/CWu0oYAT6e",FALSE,1,NA,2018-07-06T02:10:20Z,TRUE,NA,1015055315589623800,NA,"<a href=""https://airtime.pro"" rel=""nofollow"">Airtime Pro</a>",boyfacemedia,0,FALSE,FALSE,NA,NA,https://t.co/OhvVROpCjV https://t.co/CWu0oYAT6e,,
"RT @PositivelyEthio: AI Robot Sophia Wows at the ICT Expo in Addis Ababa, #Ethiopia this past  week.

Via VOA News https://t.co/qUXTWQxiLZ",FALSE,0,NA,2018-07-06T02:09:29Z,FALSE,NA,1015055099750645800,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ethiooromo,12,TRUE,FALSE,NA,NA,https://t.co/qUXTWQxiLZ,@PositivelyEthio,#Ethiopia
"RT @LaetitiaBader: Ignored for too long, new @hrw report looks into 7 years of horrific torture and abuse faced by prisoners in #Ethiopia’s…",FALSE,0,NA,2018-07-06T02:09:11Z,FALSE,NA,1015055024466956300,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",djciid,191,TRUE,FALSE,NA,NA,,@LaetitiaBader @hrw,#Ethiopia
"🎤🎶 Tsehaye Yohannes💚💛❤
☝#Ethiopia 💝 You.
This is song n clip speaks more than a million words. Wisely done everyone… https://t.co/wfcOfJRfry",FALSE,0,NA,2018-07-06T02:08:31Z,TRUE,NA,1015054858750255100,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",bayespeedy,0,FALSE,FALSE,NA,NA,https://t.co/wfcOfJRfry,,#Ethiopia
"""We consider him[Abiy]just a painkiller and not the cure to what actually ails Ethiopia. The future of Ethiopia dep… https://t.co/aBGXafnIJy",FALSE,6,NA,2018-07-06T02:08:16Z,TRUE,NA,1015054792991928300,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",rbo_0,2,FALSE,FALSE,NA,NA,https://t.co/aBGXafnIJy,,
"Till July 25, 2018
PhD study in Electrical Power Engineering
AAiT #AddisAbaba #Ethiopia 

[mengesha.mamo@aau.edu.et… https://t.co/E3vhILQ9mv",FALSE,1,NA,2018-07-06T02:07:51Z,TRUE,NA,1015054688046211100,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",EventsEthiopia,0,FALSE,FALSE,NA,NA,https://t.co/E3vhILQ9mv,@aau,#AddisAbaba #Ethiopia
Interesting summary of 10 places in acute crises. Highlights the travesties causing 65+ mill people to be displaced… https://t.co/DnrkprLGr2,FALSE,4,NA,2018-07-06T02:07:29Z,TRUE,NA,1015054597054853100,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RiverNileSchool,1,FALSE,FALSE,NA,NA,https://t.co/DnrkprLGr2,,
#recruitment #Ethiopia #habesha #habesharecruiter https://t.co/IWQrgXZVHz,FALSE,0,NA,2018-07-06T02:06:27Z,FALSE,NA,1015054335657611300,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",AddisRecruitme1,0,FALSE,FALSE,NA,NA,https://t.co/IWQrgXZVHz,,#recruitment #Ethiopia #habesha #habesharecruiter
"RT @IWBooking: Avi Pension architectural style, elegant decoration and top quality facilities, we provide professional services for your qu…",FALSE,0,NA,2018-07-06T02:04:33Z,FALSE,NA,1015053857364299800,NA,"<a href=""http://www.google.com"" rel=""nofollow"">RTBOT123456789098</a>",travelabouts,1,TRUE,FALSE,NA,NA,,@IWBooking,
"SZA-The Weekend.mp3 by ! Listen here: https://t.co/OhvVROpCjV
 Listen to MENELIK I by BOY FACE -… https://t.co/M2Kn0ZmcVs",FALSE,1,NA,2018-07-06T02:03:49Z,TRUE,NA,1015053672663998500,NA,"<a href=""https://airtime.pro"" rel=""nofollow"">Airtime Pro</a>",boyfacemedia,0,FALSE,FALSE,NA,NA,https://t.co/OhvVROpCjV https://t.co/M2Kn0ZmcVs,,
RT @FelixHorne1: #Ethiopia’s new prime minister Dr. Abiy Ahmed should establish a federal commission of experts to investigate the horrific…,FALSE,0,NA,2018-07-06T02:03:02Z,FALSE,NA,1015053476680757200,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",djciid,82,TRUE,FALSE,NA,NA,,@FelixHorne1,#Ethiopia
What happened to #Tiaras in #Malysia has serious implications for #TPLF leaders in #Ethiopia. With a good investiga… https://t.co/myWHo4MdcJ,FALSE,0,NA,2018-07-06T02:02:13Z,TRUE,NA,1015053271583674400,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Ethiopiandemoc1,0,FALSE,FALSE,NA,NA,https://t.co/myWHo4MdcJ,,#Tiaras #Malysia #TPLF #Ethiopia
"RT @VOAAmharic: የኢትዮጵያ ፓርላማ ዛሬ ባስተላለፈው ውሳኔ የአርበኞች ግንቦት ሰባትን፣ ኦነግን፣ ኦብነግን ከሽብርተኛ ድርጅቶች ዝርዝር ሰረዛቸው፡፡ https://t.co/aVRTL0jr3n 
#Ethiopia #OLF…",FALSE,0,NA,2018-07-06T02:01:39Z,FALSE,NA,1.0150531311750799e+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",omegalll,1,TRUE,FALSE,NA,NA,https://t.co/aVRTL0jr3n,@VOAAmharic,#Ethiopia #OLF
"RT @EthioTube: መምህር እና ጦማሪ #ስዩምተሾመ ከባልደረባችን @befeqe ጋር ወቅታዊ ጉዳዮችን አስመልክቶ ያደረጉት መታየት-ያለበት ቆይታ። #ኢትዮጵያ #Ethiopia

https://t.co/kE4bEoelmm",FALSE,0,NA,2018-07-06T02:01:22Z,FALSE,NA,1015053059897126900,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",omegalll,8,TRUE,FALSE,NA,NA,https://t.co/kE4bEoelmm,@EthioTube @befeqe,#ስዩምተሾመ #ኢትዮጵያ #Ethiopia
"Avi Pension architectural style, elegant decoration and top quality facilities, we provide professional services fo… https://t.co/RG0iPKI8r6",FALSE,0,NA,2018-07-06T02:01:04Z,TRUE,NA,1015052982176673800,NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",IWBooking,1,FALSE,FALSE,NA,NA,https://t.co/RG0iPKI8r6,,
"RT @oromopress: The generals rule lawlessly and unconstitutionally by killing, maiming, and displacing millions in a parallel universe of A…",FALSE,0,NA,2018-07-06T02:00:59Z,FALSE,NA,1015052960123023400,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",omegalll,2,TRUE,FALSE,NA,NA,,@oromopress,
RT @MariaHRWAfrica: New @hrw report detailing torture and other human rights abuses in Jail Ogaden in #Ethiopia’s Somali Regional State out…,FALSE,0,NA,2018-07-06T02:00:48Z,FALSE,NA,1015052916812492800,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",djciid,28,TRUE,FALSE,NA,NA,,@MariaHRWAfrica @hrw,#Ethiopia
RT @LamaLens: LamaLens Applauds the leadership of #Ethiopia on the progress of freedom of information and #PressFreedom.  Steps towards #de…,FALSE,0,NA,2018-07-06T02:00:32Z,FALSE,NA,1015052848755703800,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CHPSRE,1,TRUE,FALSE,NA,NA,,@LamaLens,#Ethiopia #PressFreedom #de
RT @Amanbiede: #Ethiopia #Eritrea it is time to label &amp; pursue #TPLF be designated as #terrorist organization. TPLF is the deadliest conniv…,FALSE,0,NA,2018-07-06T02:00:29Z,FALSE,NA,101505283398767e4,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",zagre_zagre5,27,TRUE,FALSE,NA,NA,,@Amanbiede,#Ethiopia #Eritrea #TPLF #terrorist
"The Weeknd - Call Out My Name (Official Audio).mp4 by ! Listen here: https://t.co/OhvVROpCjV
 Listen to MENELIK I b… https://t.co/hyDR7GAAVT",FALSE,0,NA,2018-07-06T02:00:04Z,TRUE,NA,1.0150527298305679e+18,NA,"<a href=""https://airtime.pro"" rel=""nofollow"">Airtime Pro</a>",boyfacemedia,0,FALSE,FALSE,NA,NA,https://t.co/OhvVROpCjV https://t.co/hyDR7GAAVT,,
RT @EHRProj: Horrific torture and abuse in #Ethiopia’s Somali region in Jail Ogaden. New 88 page @hrw report out today. #JailOgaden  https:…,FALSE,0,NA,2018-07-06T02:00:03Z,FALSE,NA,1015052726311505900,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",IBHL10,44,TRUE,FALSE,NA,NA,,@EHRProj @hrw,#Ethiopia #JailOgaden
"RT @addisstandard: Admitting guilt in #Ethiopia: Towards a truth and reconciliation commission? https://t.co/kzTUBncVQ5 ""In a democracy wit…",FALSE,0,NA,2018-07-06T01:59:55Z,FALSE,NA,1015052693851791400,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",omegalll,11,TRUE,FALSE,NA,NA,https://t.co/kzTUBncVQ5,@addisstandard,#Ethiopia
"July 7, 2018: 9pm
Black Bubbles #3 - ad infinitum
Buffet de La Gare #AddisAbaba #Ethiopia https://t.co/vkJbHu5WGV",FALSE,0,NA,2018-07-06T01:59:53Z,FALSE,NA,1015052683349094400,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",EventsEthiopia,0,FALSE,FALSE,NA,NA,https://t.co/vkJbHu5WGV,,#3 #AddisAbaba #Ethiopia
"Summer Body (Intro Clean) by  The Dream ft Fabolous! Listen here: https://t.co/OhvVROpCjV
 Listen to MENELIK I by B… https://t.co/ym6N48rSur",FALSE,1,NA,2018-07-06T01:57:13Z,TRUE,NA,1015052015133708300,NA,"<a href=""https://airtime.pro"" rel=""nofollow"">Airtime Pro</a>",boyfacemedia,0,FALSE,FALSE,NA,NA,https://t.co/OhvVROpCjV https://t.co/ym6N48rSur,,
"RT @EA_CivicCouncil: #Ethiopia fires prison officials over human rights abuses amid torture report @FelixHorne1 @BronwynBruton @ECADF
https…",FALSE,0,NA,2018-07-06T01:56:38Z,FALSE,NA,1015051868085596200,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NeguseSalina,13,TRUE,FALSE,NA,NA,,@EA_CivicCouncil @FelixHorne1 @BronwynBruton @ECADF,#Ethiopia
RT @addisstandard: Good morning #Ethiopia! @hrw's chilling report on #JailOgaden is a reminder that the journey to a better Ethiopia didn't…,FALSE,0,NA,2018-07-06T01:56:11Z,FALSE,NA,1015051754084470800,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweetamen,28,TRUE,FALSE,NA,NA,,@addisstandard @hrw,#Ethiopia #JailOgaden
"July 6-11, 2018
Back to School Ethiopia Expo
Exhibition Center #AddisAbaba #Ethiopia 
[https://t.co/DR7N6pBn0m, 094… https://t.co/SlfbvtgcSZ",FALSE,0,NA,2018-07-06T01:54:47Z,TRUE,NA,1015051400659767300,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",EventsEthiopia,0,FALSE,FALSE,NA,NA,https://t.co/DR7N6pBn0m https://t.co/SlfbvtgcSZ,,#AddisAbaba #Ethiopia
"AI Robot Sophia Wows at the ICT Expo in Addis Ababa, #Ethiopia this past  week.

Via VOA News https://t.co/qUXTWQxiLZ",FALSE,19,NA,2018-07-06T01:53:47Z,FALSE,NA,1015051151102881800,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",PositivelyEthio,12,FALSE,FALSE,NA,NA,https://t.co/qUXTWQxiLZ,,#Ethiopia
RT @gil_winterstein: #Djibouti: The first phase of #Africa's biggest free trade zone inaugurated on June 5 in Djibouti. The trade center wa…,FALSE,0,NA,2018-07-06T01:52:38Z,FALSE,NA,1015050862207483900,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SolomonHassen,5,TRUE,FALSE,NA,NA,,@gil_winterstein,#Djibouti #Africa
"Temptations by Tupac! Listen here: https://t.co/OhvVROpCjV
 Listen to MENELIK I by BOY FACE -… https://t.co/mDFfwbdEWP",FALSE,1,NA,2018-07-06T01:52:14Z,TRUE,NA,1015050757954003e3,NA,"<a href=""https://airtime.pro"" rel=""nofollow"">Airtime Pro</a>",boyfacemedia,0,FALSE,FALSE,NA,NA,https://t.co/OhvVROpCjV https://t.co/mDFfwbdEWP,,
RT @holyghostyahweh: Thank you  @dailydrum15 for the feature in your most distinguished/prestigious News Paper #kingyahweh #la #rome #italy…,FALSE,0,NA,2018-07-06T01:50:04Z,FALSE,NA,1015050215626338300,NA,"<a href=""http://communityservicebot.tumblr.com/"" rel=""nofollow"">communityServiceBot</a>",cobsequium,14,TRUE,FALSE,NA,NA,,@holyghostyahweh @dailydrum15,#kingyahweh #la #rome #italy
"Lix dot Kong_She's Amazing.mp3 by Lix dot Kong! Listen here: https://t.co/OhvVROpCjV
 Listen to MENELIK I by BOY FA… https://t.co/xMMia0XmSe",FALSE,1,NA,2018-07-06T01:49:01Z,TRUE,NA,1015049951980720100,NA,"<a href=""https://airtime.pro"" rel=""nofollow"">Airtime Pro</a>",boyfacemedia,0,FALSE,FALSE,NA,NA,https://t.co/OhvVROpCjV https://t.co/xMMia0XmSe,,
RT @EHRProj: Horrific torture and abuse in #Ethiopia’s Somali region in Jail Ogaden. New 88 page @hrw report out today. #JailOgaden  https:…,FALSE,0,NA,2018-07-06T01:47:51Z,FALSE,NA,1015049658488492e3,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mo_jigsa,44,TRUE,FALSE,NA,NA,,@EHRProj @hrw,#Ethiopia #JailOgaden
RT @AnaGomesMEP: #Ethiopia’s new prime minister Dr. Abiy Ahmed should urgently order investigations into the horrific situation in Jail #Og…,FALSE,0,NA,2018-07-06T01:47:18Z,FALSE,NA,1015049516569985e3,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AbebeEtana,18,TRUE,FALSE,NA,NA,,@AnaGomesMEP,#Ethiopia #Og
RT @FelixHorne1: Amharic summary of today's @hrw #Ethiopia report on torture in Jijiga's Jail Ogaden: https://t.co/XwF9hJdqK7,FALSE,0,NA,2018-07-06T01:47:11Z,FALSE,NA,1015049489340649500,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AbebeEtana,7,TRUE,FALSE,NA,NA,https://t.co/XwF9hJdqK7,@FelixHorne1 @hrw,#Ethiopia
"RT @Smith_JeffreyT: “In my years of researching human rights abuses in #Ethiopia, I haven’t seen such a non-stop cycle of torture, humiliat…",FALSE,0,NA,2018-07-06T01:46:15Z,FALSE,NA,1015049254476316700,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",khalidawmusse,23,TRUE,FALSE,NA,NA,,@Smith_JeffreyT,#Ethiopia
"RT @_Bisre: ስምንት መቶ ሺህ ሰው ከመኖሪያው ሲፈናቀል ዝም ማለት የለብንም። ለጌድኦ ድምጻችንን እናሰማ! 

ሰውን የማፈናቀል እና የማሳደድ ፓለቲካ ይቁም! #Ethiopia",FALSE,0,NA,2018-07-06T01:45:06Z,FALSE,NA,1015048966084464600,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1516os15821028,16,TRUE,FALSE,NA,NA,,@_Bisre,#Ethiopia
"Ghost Town feat. 070 Shake, John Legend &amp; Kid Cudi by Kanye West! Listen here: https://t.co/OhvVROpCjV
 Listen to M… https://t.co/NMPimMFbNG",FALSE,1,NA,2018-07-06T01:44:32Z,TRUE,NA,101504882036591e4,NA,"<a href=""https://airtime.pro"" rel=""nofollow"">Airtime Pro</a>",boyfacemedia,0,FALSE,FALSE,NA,NA,https://t.co/OhvVROpCjV https://t.co/NMPimMFbNG,,
"RT @akawire: Even after they flee the country, people who have been tortured in Jail Ogaden in #Ethiopia are afraid of speaking about the h…",FALSE,0,NA,2018-07-06T01:42:51Z,FALSE,NA,1015048398133710800,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SueH731,58,TRUE,FALSE,NA,NA,,@akawire,#Ethiopia
"#ProfilingOurMartyrs: #Ethiopia #Eritrea Border War (1998-2000) (Part 1 of 5 Parts) 
https://t.co/p8fuhQ7mYT https://t.co/tuN28p2ZbW",FALSE,2,NA,2018-07-06T01:41:23Z,FALSE,NA,1015048027734622200,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",salehjohar,3,FALSE,FALSE,NA,NA,https://t.co/p8fuhQ7mYT https://t.co/tuN28p2ZbW,,#ProfilingOurMartyrs #Ethiopia #Eritrea
RT @EHRProj: Horrific torture and abuse in #Ethiopia’s Somali region in Jail Ogaden. New 88 page @hrw report out today. #JailOgaden  https:…,FALSE,0,NA,2018-07-06T01:41:06Z,FALSE,NA,1015047957001859100,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",cwyyell,44,TRUE,FALSE,NA,NA,,@EHRProj @hrw,#Ethiopia #JailOgaden
"Boy Face-OPEN by Boy Face! Listen here: https://t.co/OhvVROpCjV
 Listen to MENELIK I by BOY FACE -… https://t.co/hI8KJ7qtra",FALSE,0,NA,2018-07-06T01:40:18Z,TRUE,NA,1015047756363288600,NA,"<a href=""https://airtime.pro"" rel=""nofollow"">Airtime Pro</a>",boyfacemedia,0,FALSE,FALSE,NA,NA,https://t.co/OhvVROpCjV https://t.co/hI8KJ7qtra,,
"RT @EA_CivicCouncil: #Ethiopia fires prison officials over human rights abuses amid torture report @FelixHorne1 @BronwynBruton @ECADF
https…",FALSE,0,NA,2018-07-06T01:39:40Z,FALSE,NA,1015047595780026400,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kibrom19,13,TRUE,FALSE,NA,NA,,@EA_CivicCouncil @FelixHorne1 @BronwynBruton @ECADF,#Ethiopia
"RT @eliasamare: The toxic #TPLF minority junta is beyond reform. over the past 4 decades, it has proven to be a vicious proponent of zero-s…",FALSE,0,NA,2018-07-06T01:39:14Z,FALSE,NA,1015047486073794600,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kibrom19,15,TRUE,FALSE,NA,NA,,@eliasamare,#TPLF
"Violent Crimes feat. DeJ Loaf, Nicki Minaj &amp; Willow Smith by Kanye West! Listen here: https://t.co/OhvVROpCjV
 List… https://t.co/GwlH53eOkv",FALSE,0,NA,2018-07-06T01:36:43Z,TRUE,NA,1015046852817883100,NA,"<a href=""https://airtime.pro"" rel=""nofollow"">Airtime Pro</a>",boyfacemedia,0,FALSE,FALSE,NA,NA,https://t.co/OhvVROpCjV https://t.co/GwlH53eOkv,,
RT @zborkena: Ethiopian Parliament exonerated rebel groups from designation as terrorists. Read more. https://t.co/MoCkWZ9LML #Ethiopia #Et…,FALSE,0,NA,2018-07-06T01:34:20Z,FALSE,NA,1015046253187563500,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",122monkey,1,TRUE,FALSE,NA,NA,https://t.co/MoCkWZ9LML,@zborkena,#Ethiopia #Et
RT @eu_echo: The continuing #drought in #Ethiopia has left almost eight million people in need of emergency food assistance. EU humanitaria…,FALSE,0,NA,2018-07-06T01:34:00Z,FALSE,NA,1015046170819866600,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",charlitako,14,TRUE,FALSE,NA,NA,,@eu_echo,#drought #Ethiopia
RT @MariaHRWAfrica: New @hrw report detailing torture and other human rights abuses in Jail Ogaden in #Ethiopia’s Somali Regional State out…,FALSE,0,NA,2018-07-06T01:33:37Z,FALSE,NA,1015046075609043e3,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",22mins1,28,TRUE,FALSE,NA,NA,,@MariaHRWAfrica @hrw,#Ethiopia
"Yikes by Kanye West! Listen here: https://t.co/OhvVROpCjV
 Listen to MENELIK I by BOY FACE -https://t.co/G89t2AaYaG… https://t.co/jxxk9sypo7",FALSE,1,NA,2018-07-06T01:33:34Z,TRUE,NA,1015046061705056300,NA,"<a href=""https://airtime.pro"" rel=""nofollow"">Airtime Pro</a>",boyfacemedia,0,FALSE,FALSE,NA,NA,https://t.co/OhvVROpCjV https://t.co/G89t2AaYaG https://t.co/jxxk9sypo7,,
"RT @IamWizEthiopia: Beza Polls:-
Do you think Eritrean President is ready for Peace with #Ethiopia in Earnest commitment ?",FALSE,0,NA,2018-07-06T01:32:43Z,FALSE,NA,1015045848026185700,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",IamWizEthiopia,1,TRUE,FALSE,NA,NA,,@IamWizEthiopia,#Ethiopia
RT @fanatelevision: #Ethiopia: @flyethiopian to set up aircraft seat covers and other interior parts manufacturing facility #ACMAerospace h…,FALSE,0,NA,2018-07-06T01:32:06Z,FALSE,NA,1015045691335413800,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BilleneSeyoum,10,TRUE,FALSE,NA,NA,,@fanatelevision @flyethiopian,#Ethiopia #ACMAerospace
RT @anadoluagency: #Ethiopia removes 3 rebel groups from #terror list https://t.co/hikXWecPr3 https://t.co/CNj5nC9ean,FALSE,0,NA,2018-07-06T01:31:32Z,FALSE,NA,1015045550087942100,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Zahid1986Khan,3,TRUE,FALSE,NA,NA,https://t.co/hikXWecPr3 https://t.co/CNj5nC9ean,@anadoluagency,#Ethiopia #terror
Tonight we are having another epic party with the African night special.  Also we will be showing the #worldcup gam… https://t.co/2B1HIIJBoN,FALSE,0,NA,2018-07-06T01:30:51Z,TRUE,NA,1015045376603246600,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",StockholmElegan,0,FALSE,FALSE,NA,NA,https://t.co/2B1HIIJBoN,,#worldcup
"Baggin by Boy Face! Listen here: https://t.co/OhvVROpCjV
 Listen to MENELIK I by BOY FACE -https://t.co/G89t2AaYaG… https://t.co/g6AeROwEWC",FALSE,1,NA,2018-07-06T01:30:14Z,TRUE,NA,1015045221430841300,NA,"<a href=""https://airtime.pro"" rel=""nofollow"">Airtime Pro</a>",boyfacemedia,0,FALSE,FALSE,NA,NA,https://t.co/OhvVROpCjV https://t.co/G89t2AaYaG https://t.co/g6AeROwEWC,,
RT @ebczena: Ethiopian Prime Minister Dr. Abiy Ahmed to travel to United States of America to discuss with Ethiopian Diaspora communities a…,FALSE,0,NA,2018-07-06T01:29:32Z,FALSE,NA,1015045048000483300,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rootsethiopia,47,TRUE,FALSE,NA,NA,,@ebczena,
#Ethiopia fires prison officials over human rights abuses amid torture report https://t.co/TwsBFdnVcN,FALSE,9,NA,2018-07-06T01:28:50Z,FALSE,NA,1015044872242434e3,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",akeemdayer,2,FALSE,FALSE,NA,NA,https://t.co/TwsBFdnVcN,,#Ethiopia
RT @uptomenow: @meetyoel #Eritrea president afewerki got his ambassador to #kenya on ransom by imprisoning his wife for 16 years. The ambas…,FALSE,0,NA,2018-07-06T01:26:43Z,FALSE,NA,1015044337284067300,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",IamWizEthiopia,9,TRUE,FALSE,NA,NA,,@uptomenow @meetyoel,#Eritrea #kenya
RT @EthiopiaOnline: Ethiopian fashion gains traction following Prime Minister's gesture | #Ethiopia | https://t.co/lYk4qvRQNV,FALSE,0,NA,2018-07-06T01:26:20Z,FALSE,NA,1015044243470118900,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rootsethiopia,2,TRUE,FALSE,NA,NA,https://t.co/lYk4qvRQNV,@EthiopiaOnline,#Ethiopia
"I Thought About Killing You by Kanye West! Listen here: https://t.co/OhvVROpCjV
 Listen to MENELIK I by BOY FACE -… https://t.co/QB6C2xm5lT",FALSE,2,NA,2018-07-06T01:25:40Z,TRUE,NA,1015044074842263600,NA,"<a href=""https://airtime.pro"" rel=""nofollow"">Airtime Pro</a>",boyfacemedia,0,FALSE,FALSE,NA,NA,https://t.co/OhvVROpCjV https://t.co/QB6C2xm5lT,,
A visit to Hawassa Industrial Park by Dire Dawa Industrial Park &amp; City’s Administration people | #Ethiopia | https://t.co/UOEY8tBh6q,FALSE,0,NA,2018-07-06T01:25:10Z,FALSE,NA,1015043949403295700,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",EthiopiaOnline,0,FALSE,FALSE,NA,NA,https://t.co/UOEY8tBh6q,,#Ethiopia
